airline,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
Air India,Hyderabad,Night,one,Early_Morning,Kolkata,Economy,510.0,28,5029
GO FIRST,Hyderabad,Early_Morning,one,Evening,Kolkata,Economy,765.0,28,5067
Air India,Hyderabad,Night,one,Afternoon,Kolkata,Economy,835.2,28,5100
Indigo,Hyderabad,Night,one,Early_Morning,Kolkata,Economy,379.8,28,5182
Air India,Hyderabad,Early_Morning,one,Afternoon,Kolkata,Economy,480.0,28,5209
Air India,Hyderabad,Morning,one,Night,Kolkata,Economy,660.0,28,5209
Air India,Hyderabad,Early_Morning,one,Night,Kolkata,Economy,949.8,28,5209
Air India,Hyderabad,Morning,one,Morning,Kolkata,Economy,1300.2,28,5209
GO FIRST,Hyderabad,Afternoon,one,Night,Kolkata,Economy,375.0,28,5292
GO FIRST,Hyderabad,Night,one,Early_Morning,Kolkata,Economy,580.2,28,5292
GO FIRST,Hyderabad,Morning,one,Night,Kolkata,Economy,694.8,28,5292
GO FIRST,Hyderabad,Early_Morning,one,Night,Kolkata,Economy,915.0,28,5292
Indigo,Hyderabad,Afternoon,one,Evening,Kolkata,Economy,250.2,28,5293
Indigo,Hyderabad,Afternoon,one,Night,Kolkata,Economy,304.8,28,5293
Indigo,Hyderabad,Morning,one,Afternoon,Kolkata,Economy,325.2,28,5293
Indigo,Hyderabad,Early_Morning,one,Morning,Kolkata,Economy,345.0,28,5293
Indigo,Hyderabad,Afternoon,one,Evening,Kolkata,Economy,364.8,28,5293
Indigo,Hyderabad,Morning,one,Evening,Kolkata,Economy,375.0,28,5293
Indigo,Hyderabad,Evening,one,Late_Night,Kolkata,Economy,375.0,28,5293
Indigo,Hyderabad,Night,one,Early_Morning,Kolkata,Economy,379.8,28,5293
Indigo,Hyderabad,Evening,one,Late_Night,Kolkata,Economy,405.0,28,5293
Indigo,Hyderabad,Afternoon,one,Night,Kolkata,Economy,420.0,28,5293
Indigo,Hyderabad,Morning,one,Evening,Kolkata,Economy,435.0,28,5293
Indigo,Hyderabad,Morning,one,Evening,Kolkata,Economy,435.0,28,5293
Indigo,Hyderabad,Night,one,Early_Morning,Kolkata,Economy,460.2,28,5293
Indigo,Hyderabad,Evening,one,Late_Night,Kolkata,Economy,465.0,28,5293
Indigo,Hyderabad,Evening,one,Late_Night,Kolkata,Economy,465.0,28,5293
Indigo,Hyderabad,Evening,one,Late_Night,Kolkata,Economy,469.8,28,5293
Indigo,Hyderabad,Morning,one,Evening,Kolkata,Economy,480.0,28,5293
Indigo,Hyderabad,Afternoon,one,Night,Kolkata,Economy,480.0,28,5293
Air India,Hyderabad,Night,one,Afternoon,Kolkata,Economy,1060.2,28,5314
Air India,Hyderabad,Evening,one,Afternoon,Kolkata,Economy,1335.0,28,5314
Indigo,Hyderabad,Early_Morning,two_or_more,Morning,Kolkata,Economy,400.2,28,5346
Vistara,Hyderabad,Morning,one,Evening,Kolkata,Economy,465.0,28,5960
Vistara,Hyderabad,Morning,one,Evening,Kolkata,Economy,555.0,28,5960
Vistara,Hyderabad,Night,one,Morning,Kolkata,Economy,720.0,28,5960
Vistara,Hyderabad,Morning,one,Night,Kolkata,Economy,745.2,28,5960
Vistara,Hyderabad,Night,one,Morning,Kolkata,Economy,780.0,28,5960
Vistara,Hyderabad,Evening,one,Morning,Kolkata,Economy,895.2,28,5960
Vistara,Hyderabad,Evening,one,Morning,Kolkata,Economy,955.2,28,5960
Vistara,Hyderabad,Night,one,Evening,Kolkata,Economy,1290.0,28,5960
Vistara,Hyderabad,Morning,one,Morning,Kolkata,Economy,1335.0,28,5960
Vistara,Hyderabad,Night,one,Evening,Kolkata,Economy,1380.0,28,5960
Vistara,Hyderabad,Morning,one,Morning,Kolkata,Economy,1395.0,28,5960
Vistara,Hyderabad,Evening,one,Evening,Kolkata,Economy,1465.2,28,5960
Vistara,Hyderabad,Evening,one,Evening,Kolkata,Economy,1555.2,28,5960
Vistara,Hyderabad,Night,one,Night,Kolkata,Economy,1570.2,28,5960
Air India,Hyderabad,Night,one,Morning,Kolkata,Economy,634.8,28,5629
Air India,Hyderabad,Morning,one,Night,Kolkata,Economy,915.0,28,5629
Air India,Hyderabad,Morning,one,Morning,Kolkata,Economy,1465.2,28,5629
Air India,Hyderabad,Early_Morning,one,Afternoon,Kolkata,Economy,445.2,28,5708
Vistara,Hyderabad,Afternoon,one,Evening,Kolkata,Economy,370.2,28,6275
Vistara,Hyderabad,Afternoon,one,Night,Kolkata,Economy,559.8,28,6275
Vistara,Hyderabad,Early_Morning,one,Evening,Kolkata,Economy,675.0,28,6275
Vistara,Hyderabad,Early_Morning,one,Evening,Kolkata,Economy,765.0,28,6275
Vistara,Hyderabad,Early_Morning,one,Night,Kolkata,Economy,955.2,28,6275
Vistara,Hyderabad,Afternoon,one,Morning,Kolkata,Economy,1150.2,28,6275
Vistara,Hyderabad,Afternoon,one,Morning,Kolkata,Economy,1210.2,28,6275
Vistara,Hyderabad,Early_Morning,one,Morning,Kolkata,Economy,1545.0,28,6275
Vistara,Hyderabad,Early_Morning,one,Morning,Kolkata,Economy,1605.0,28,6275
Indigo,Hyderabad,Afternoon,one,Evening,Kolkata,Economy,295.2,28,6207
Indigo,Hyderabad,Afternoon,one,Night,Kolkata,Economy,370.2,28,6207
Air India,Hyderabad,Morning,one,Afternoon,Kolkata,Economy,1489.8,28,6732
Air India,Hyderabad,Early_Morning,one,Afternoon,Kolkata,Economy,1780.2,28,6732
SpiceJet,Hyderabad,Evening,one,Late_Night,Kolkata,Economy,499.8,28,6799
SpiceJet,Hyderabad,Early_Morning,one,Night,Kolkata,Economy,810.0,28,7381
Air India,Hyderabad,Early_Morning,one,Afternoon,Kolkata,Economy,1780.2,28,7047
Vistara,Hyderabad,Evening,two_or_more,Morning,Kolkata,Economy,910.2,28,7692
Vistara,Hyderabad,Evening,two_or_more,Evening,Kolkata,Economy,1339.8,28,7692
Vistara,Hyderabad,Afternoon,one,Evening,Kolkata,Economy,420.0,28,7767
Vistara,Hyderabad,Morning,one,Evening,Kolkata,Economy,499.8,28,7767
Vistara,Hyderabad,Morning,one,Evening,Kolkata,Economy,685.2,28,7767
Vistara,Hyderabad,Night,one,Morning,Kolkata,Economy,724.8,28,7767
Vistara,Hyderabad,Night,one,Evening,Kolkata,Economy,1155.0,28,7767
Vistara,Hyderabad,Afternoon,one,Morning,Kolkata,Economy,1245.0,28,7767
Vistara,Hyderabad,Morning,one,Morning,Kolkata,Economy,1510.2,28,7767
Vistara,Hyderabad,Afternoon,one,Evening,Kolkata,Economy,1675.2,28,7767
Air India,Hyderabad,Morning,one,Night,Kolkata,Economy,559.8,28,7563
Vistara,Hyderabad,Night,one,Evening,Kolkata,Economy,1339.8,28,8029
Indigo,Hyderabad,Morning,one,Afternoon,Kolkata,Economy,340.2,28,7826
Indigo,Hyderabad,Evening,one,Late_Night,Kolkata,Economy,385.2,28,8609
SpiceJet,Hyderabad,Evening,one,Evening,Kolkata,Economy,1500.0,28,8757
Vistara,Hyderabad,Early_Morning,two_or_more,Evening,Kolkata,Economy,625.2,28,9433
Vistara,Hyderabad,Early_Morning,two_or_more,Evening,Kolkata,Economy,715.2,28,9433
Vistara,Hyderabad,Evening,two_or_more,Morning,Kolkata,Economy,844.8,28,9433
Air India,Hyderabad,Night,one,Night,Kolkata,Economy,1395.0,28,9135
Air India,Hyderabad,Evening,one,Night,Kolkata,Economy,1669.8,28,9135
Vistara,Hyderabad,Morning,one,Evening,Kolkata,Economy,574.8,28,9501
Vistara,Hyderabad,Afternoon,one,Night,Kolkata,Economy,589.8,28,9501
Vistara,Hyderabad,Afternoon,one,Night,Kolkata,Economy,589.8,28,9901
Vistara,Hyderabad,Morning,two_or_more,Night,Kolkata,Economy,705.0,28,10866
Vistara,Hyderabad,Morning,two_or_more,Evening,Kolkata,Economy,514.8,28,13032
AirAsia,Hyderabad,Evening,one,Late_Night,Kolkata,Economy,349.8,29,2056
AirAsia,Hyderabad,Afternoon,one,Night,Kolkata,Economy,405.0,29,2056
AirAsia,Hyderabad,Night,two_or_more,Early_Morning,Kolkata,Economy,615.0,29,2056
AirAsia,Hyderabad,Afternoon,one,Late_Night,Kolkata,Economy,675.0,29,2056
Air India,Hyderabad,Early_Morning,zero,Morning,Kolkata,Economy,124.8,29,2080
AirAsia,Hyderabad,Morning,zero,Afternoon,Kolkata,Economy,124.8,29,2392
GO FIRST,Hyderabad,Early_Morning,zero,Early_Morning,Kolkata,Economy,109.8,29,2393
GO FIRST,Hyderabad,Morning,zero,Afternoon,Kolkata,Economy,115.2,29,2393
Indigo,Hyderabad,Late_Night,zero,Early_Morning,Kolkata,Economy,130.2,29,2815
AirAsia,Hyderabad,Afternoon,one,Evening,Kolkata,Economy,325.2,29,2613
AirAsia,Hyderabad,Early_Morning,one,Afternoon,Kolkata,Economy,360.0,29,2613
Indigo,Hyderabad,Early_Morning,zero,Early_Morning,Kolkata,Economy,130.2,29,2773
Indigo,Hyderabad,Morning,zero,Afternoon,Kolkata,Economy,124.8,29,2815
Indigo,Hyderabad,Evening,zero,Evening,Kolkata,Economy,120.0,29,3298
Indigo,Hyderabad,Night,zero,Night,Kolkata,Economy,124.8,29,3298
AirAsia,Hyderabad,Night,one,Morning,Kolkata,Economy,649.8,29,4234
AirAsia,Hyderabad,Evening,one,Morning,Kolkata,Economy,795.0,29,4234
Indigo,Hyderabad,Early_Morning,one,Afternoon,Kolkata,Economy,469.8,29,4383
Indigo,Hyderabad,Early_Morning,one,Afternoon,Kolkata,Economy,475.2,29,4612
GO FIRST,Hyderabad,Early_Morning,one,Evening,Kolkata,Economy,675.0,29,4613
Indigo,Hyderabad,Evening,one,Night,Kolkata,Economy,330.0,29,4663
SpiceJet,Hyderabad,Evening,one,Evening,Kolkata,Economy,205.2,29,5292
Air India,Hyderabad,Morning,one,Evening,Kolkata,Economy,469.8,29,4788
Air India,Hyderabad,Early_Morning,one,Evening,Kolkata,Economy,760.2,29,4788
GO FIRST,Hyderabad,Early_Morning,one,Evening,Kolkata,Economy,765.0,29,5067
Indigo,Hyderabad,Morning,one,Afternoon,Kolkata,Economy,310.2,29,5182
Indigo,Hyderabad,Evening,one,Night,Kolkata,Economy,330.0,29,5182
Indigo,Hyderabad,Morning,one,Evening,Kolkata,Economy,345.0,29,5182
Indigo,Hyderabad,Evening,one,Night,Kolkata,Economy,390.0,29,5182
Indigo,Hyderabad,Morning,one,Afternoon,Kolkata,Economy,394.8,29,5182
Indigo,Hyderabad,Early_Morning,one,Afternoon,Kolkata,Economy,460.2,29,5182
Air India,Hyderabad,Evening,one,Night,Kolkata,Economy,364.8,29,5209
Air India,Hyderabad,Early_Morning,one,Afternoon,Kolkata,Economy,480.0,29,5209
Air India,Hyderabad,Morning,one,Night,Kolkata,Economy,660.0,29,5209
Air India,Hyderabad,Early_Morning,one,Night,Kolkata,Economy,949.8,29,5209
Air India,Hyderabad,Night,one,Evening,Kolkata,Economy,1339.8,29,5209
Air India,Hyderabad,Night,one,Night,Kolkata,Economy,1530.0,29,5209
Air India,Hyderabad,Evening,one,Evening,Kolkata,Economy,1615.2,29,5209
GO FIRST,Hyderabad,Afternoon,one,Night,Kolkata,Economy,375.0,29,5292
GO FIRST,Hyderabad,Night,one,Early_Morning,Kolkata,Economy,580.2,29,5292
GO FIRST,Hyderabad,Morning,one,Night,Kolkata,Economy,694.8,29,5292
GO FIRST,Hyderabad,Early_Morning,one,Night,Kolkata,Economy,915.0,29,5292
Indigo,Hyderabad,Afternoon,one,Evening,Kolkata,Economy,250.2,29,5293
Indigo,Hyderabad,Afternoon,one,Evening,Kolkata,Economy,295.2,29,5293
Indigo,Hyderabad,Afternoon,one,Night,Kolkata,Economy,304.8,29,5293
Indigo,Hyderabad,Afternoon,one,Night,Kolkata,Economy,310.2,29,5293
Indigo,Hyderabad,Morning,one,Afternoon,Kolkata,Economy,325.2,29,5293
Indigo,Hyderabad,Early_Morning,one,Morning,Kolkata,Economy,334.8,29,5293
Indigo,Hyderabad,Evening,one,Night,Kolkata,Economy,334.8,29,5293
Indigo,Hyderabad,Early_Morning,one,Morning,Kolkata,Economy,345.0,29,5293
Indigo,Hyderabad,Morning,one,Evening,Kolkata,Economy,375.0,29,5293
Indigo,Hyderabad,Evening,one,Night,Kolkata,Economy,375.0,29,5293
Indigo,Hyderabad,Afternoon,one,Night,Kolkata,Economy,400.2,29,5293
Indigo,Hyderabad,Afternoon,one,Night,Kolkata,Economy,420.0,29,5293
Indigo,Hyderabad,Morning,one,Evening,Kolkata,Economy,435.0,29,5293
Indigo,Hyderabad,Afternoon,one,Night,Kolkata,Economy,450.0,29,5293
Air India,Hyderabad,Night,one,Evening,Kolkata,Economy,1249.8,29,5554
Air India,Hyderabad,Night,one,Morning,Kolkata,Economy,634.8,29,5629
Air India,Hyderabad,Night,one,Night,Kolkata,Economy,1525.2,29,5629
Air India,Hyderabad,Night,one,Morning,Kolkata,Economy,730.2,29,5734
Air India,Hyderabad,Evening,one,Morning,Kolkata,Economy,1005.0,29,5734
Air India,Hyderabad,Morning,one,Morning,Kolkata,Economy,1300.2,29,5734
Air India,Hyderabad,Early_Morning,one,Morning,Kolkata,Economy,1590.0,29,5734
Indigo,Hyderabad,Evening,one,Night,Kolkata,Economy,360.0,29,5750
Indigo,Hyderabad,Morning,one,Evening,Kolkata,Economy,420.0,29,5750
Indigo,Hyderabad,Morning,one,Evening,Kolkata,Economy,435.0,29,5750
Vistara,Hyderabad,Afternoon,one,Evening,Kolkata,Economy,370.2,29,6275
Vistara,Hyderabad,Morning,one,Evening,Kolkata,Economy,465.0,29,6275
Vistara,Hyderabad,Morning,one,Evening,Kolkata,Economy,555.0,29,6275
Vistara,Hyderabad,Afternoon,one,Night,Kolkata,Economy,559.8,29,6275
Vistara,Hyderabad,Early_Morning,one,Evening,Kolkata,Economy,675.0,29,6275
Vistara,Hyderabad,Morning,one,Night,Kolkata,Economy,745.2,29,6275
Vistara,Hyderabad,Early_Morning,one,Evening,Kolkata,Economy,765.0,29,6275
Vistara,Hyderabad,Early_Morning,one,Night,Kolkata,Economy,955.2,29,6275
Vistara,Hyderabad,Afternoon,one,Morning,Kolkata,Economy,1150.2,29,6275
Vistara,Hyderabad,Morning,one,Morning,Kolkata,Economy,1335.0,29,6275
Vistara,Hyderabad,Early_Morning,one,Morning,Kolkata,Economy,1545.0,29,6275
Indigo,Hyderabad,Morning,one,Afternoon,Kolkata,Economy,424.8,29,6207
Indigo,Hyderabad,Morning,one,Evening,Kolkata,Economy,460.2,29,6207
Air India,Hyderabad,Night,one,Afternoon,Kolkata,Economy,1060.2,29,6403
Vistara,Hyderabad,Afternoon,one,Morning,Kolkata,Economy,1210.2,29,6905
Vistara,Hyderabad,Morning,one,Morning,Kolkata,Economy,1395.0,29,6905
Vistara,Hyderabad,Early_Morning,one,Morning,Kolkata,Economy,1605.0,29,6905
Indigo,Hyderabad,Afternoon,one,Night,Kolkata,Economy,370.2,29,6663
Air India,Hyderabad,Morning,one,Evening,Kolkata,Economy,1815.0,29,6732
Air India,Hyderabad,Early_Morning,one,Evening,Kolkata,Economy,2104.8,29,6732
SpiceJet,Hyderabad,Evening,one,Late_Night,Kolkata,Economy,499.8,29,6799
Vistara,Hyderabad,Morning,one,Evening,Kolkata,Economy,499.8,29,7767
Air India,Hyderabad,Morning,one,Night,Kolkata,Economy,559.8,29,7563
Vistara,Hyderabad,Afternoon,one,Evening,Kolkata,Economy,420.0,29,8029
Vistara,Hyderabad,Morning,one,Evening,Kolkata,Economy,685.2,29,8029
Vistara,Hyderabad,Night,one,Morning,Kolkata,Economy,724.8,29,8029
Vistara,Hyderabad,Afternoon,one,Morning,Kolkata,Economy,1245.0,29,8029
Vistara,Hyderabad,Night,one,Evening,Kolkata,Economy,1339.8,29,8029
Vistara,Hyderabad,Morning,one,Morning,Kolkata,Economy,1510.2,29,8029
Indigo,Hyderabad,Evening,one,Late_Night,Kolkata,Economy,465.0,29,7690
Air India,Hyderabad,Night,one,Evening,Kolkata,Economy,1245.0,29,7992
Air India,Hyderabad,Evening,one,Evening,Kolkata,Economy,1519.8,29,7992
Air India,Hyderabad,Morning,one,Evening,Kolkata,Economy,1815.0,29,7992
Air India,Hyderabad,Morning,one,Evening,Kolkata,Economy,1945.2,29,8679
Air India,Hyderabad,Morning,one,Night,Kolkata,Economy,2134.8,29,8679
Vistara,Hyderabad,Night,one,Evening,Kolkata,Economy,1155.0,29,9079
Vistara,Hyderabad,Afternoon,one,Evening,Kolkata,Economy,1675.2,29,9079
SpiceJet,Hyderabad,Evening,one,Evening,Kolkata,Economy,1504.8,29,8757
Air India,Hyderabad,Night,one,Evening,Kolkata,Economy,1170.0,29,8848
Air India,Hyderabad,Evening,one,Evening,Kolkata,Economy,1444.8,29,8848
Air India,Hyderabad,Morning,one,Evening,Kolkata,Economy,1740.0,29,8848
Vistara,Hyderabad,Early_Morning,two_or_more,Evening,Kolkata,Economy,625.2,29,9433
Vistara,Hyderabad,Morning,one,Evening,Kolkata,Economy,574.8,29,9501
Vistara,Hyderabad,Afternoon,one,Night,Kolkata,Economy,589.8,29,9501
Vistara,Hyderabad,Afternoon,one,Night,Kolkata,Economy,589.8,29,9901
Air India,Hyderabad,Night,one,Night,Kolkata,Economy,1395.0,29,9555
Air India,Hyderabad,Morning,one,Afternoon,Kolkata,Economy,1665.0,29,9873
Vistara,Hyderabad,Night,one,Morning,Kolkata,Economy,720.0,29,10478
Vistara,Hyderabad,Evening,one,Morning,Kolkata,Economy,895.2,29,10478
Vistara,Hyderabad,Night,one,Evening,Kolkata,Economy,1380.0,29,10478
Vistara,Hyderabad,Evening,one,Evening,Kolkata,Economy,1555.2,29,10478
Vistara,Hyderabad,Night,one,Night,Kolkata,Economy,1570.2,29,10478
Vistara,Hyderabad,Night,one,Evening,Kolkata,Economy,1290.0,29,10688
Vistara,Hyderabad,Evening,one,Evening,Kolkata,Economy,1465.2,29,10688
Vistara,Hyderabad,Morning,two_or_more,Night,Kolkata,Economy,705.0,29,10866
Vistara,Hyderabad,Night,one,Morning,Kolkata,Economy,780.0,29,11108
Vistara,Hyderabad,Evening,one,Morning,Kolkata,Economy,955.2,29,11108
Vistara,Hyderabad,Morning,two_or_more,Evening,Kolkata,Economy,514.8,29,14817
AirAsia,Hyderabad,Afternoon,one,Night,Kolkata,Economy,405.0,30,2056
AirAsia,Hyderabad,Night,two_or_more,Early_Morning,Kolkata,Economy,615.0,30,2056
AirAsia,Hyderabad,Night,one,Morning,Kolkata,Economy,649.8,30,2056
AirAsia,Hyderabad,Evening,one,Morning,Kolkata,Economy,795.0,30,2056
GO FIRST,Hyderabad,Early_Morning,zero,Early_Morning,Kolkata,Economy,109.8,30,2393
GO FIRST,Hyderabad,Morning,zero,Afternoon,Kolkata,Economy,115.2,30,2393
AirAsia,Hyderabad,Evening,one,Late_Night,Kolkata,Economy,349.8,30,2613
AirAsia,Hyderabad,Afternoon,one,Late_Night,Kolkata,Economy,675.0,30,2613
Indigo,Hyderabad,Evening,zero,Evening,Kolkata,Economy,120.0,30,3298
Indigo,Hyderabad,Late_Night,zero,Early_Morning,Kolkata,Economy,130.2,30,3298
Indigo,Hyderabad,Early_Morning,zero,Early_Morning,Kolkata,Economy,130.2,30,3088
Air India,Hyderabad,Early_Morning,zero,Morning,Kolkata,Economy,124.8,30,3340
Indigo,Hyderabad,Night,zero,Night,Kolkata,Economy,124.8,30,3823
Indigo,Hyderabad,Morning,zero,Afternoon,Kolkata,Economy,124.8,30,3823
AirAsia,Hyderabad,Morning,zero,Afternoon,Kolkata,Economy,124.8,30,3824
AirAsia,Hyderabad,Afternoon,one,Evening,Kolkata,Economy,325.2,30,4234
AirAsia,Hyderabad,Early_Morning,one,Afternoon,Kolkata,Economy,360.0,30,4234
Indigo,Hyderabad,Early_Morning,one,Afternoon,Kolkata,Economy,475.2,30,4327
Air India,Hyderabad,Early_Morning,one,Afternoon,Kolkata,Economy,445.2,30,4448
Indigo,Hyderabad,Afternoon,one,Night,Kolkata,Economy,484.8,30,4537
SpiceJet,Hyderabad,Evening,one,Evening,Kolkata,Economy,205.2,30,5292
Air India,Hyderabad,Morning,one,Afternoon,Kolkata,Economy,1665.0,30,4758
Air India,Hyderabad,Night,one,Morning,Kolkata,Economy,730.2,30,4789
Air India,Hyderabad,Night,one,Evening,Kolkata,Economy,1339.8,30,4789
GO FIRST,Hyderabad,Early_Morning,one,Evening,Kolkata,Economy,675.0,30,4817
Indigo,Hyderabad,Evening,one,Night,Kolkata,Economy,334.8,30,5293
GO FIRST,Hyderabad,Early_Morning,one,Evening,Kolkata,Economy,765.0,30,5067
Air India,Hyderabad,Night,one,Afternoon,Kolkata,Economy,835.2,30,5073
Air India,Hyderabad,Evening,one,Night,Kolkata,Economy,364.8,30,5209
Air India,Hyderabad,Evening,one,Morning,Kolkata,Economy,1005.0,30,5209
Air India,Hyderabad,Evening,one,Evening,Kolkata,Economy,1615.2,30,5209
GO FIRST,Hyderabad,Afternoon,one,Night,Kolkata,Economy,375.0,30,5292
GO FIRST,Hyderabad,Night,one,Early_Morning,Kolkata,Economy,580.2,30,5292
GO FIRST,Hyderabad,Morning,one,Night,Kolkata,Economy,694.8,30,5292
GO FIRST,Hyderabad,Early_Morning,one,Night,Kolkata,Economy,915.0,30,5292
Indigo,Hyderabad,Evening,one,Late_Night,Kolkata,Economy,465.0,30,5293
Indigo,Hyderabad,Evening,one,Late_Night,Kolkata,Economy,555.0,30,5293
Air India,Hyderabad,Night,one,Afternoon,Kolkata,Economy,1060.2,30,5314
Air India,Hyderabad,Night,one,Night,Kolkata,Economy,1530.0,30,5314
Indigo,Hyderabad,Afternoon,one,Night,Kolkata,Economy,505.2,30,5750
Indigo,Hyderabad,Evening,one,Evening,Kolkata,Economy,210.0,30,5556
Vistara,Hyderabad,Night,one,Morning,Kolkata,Economy,720.0,30,5960
Vistara,Hyderabad,Night,one,Morning,Kolkata,Economy,780.0,30,5960
Vistara,Hyderabad,Night,one,Evening,Kolkata,Economy,1290.0,30,5960
Vistara,Hyderabad,Night,one,Evening,Kolkata,Economy,1380.0,30,5960
Vistara,Hyderabad,Night,one,Night,Kolkata,Economy,1570.2,30,5960
Air India,Hyderabad,Morning,one,Night,Kolkata,Economy,915.0,30,5629
Air India,Hyderabad,Morning,one,Morning,Kolkata,Economy,1465.2,30,5629
Air India,Hyderabad,Morning,one,Evening,Kolkata,Economy,469.8,30,5706
Air India,Hyderabad,Morning,one,Night,Kolkata,Economy,660.0,30,5706
Air India,Hyderabad,Early_Morning,one,Evening,Kolkata,Economy,760.2,30,5706
Air India,Hyderabad,Early_Morning,one,Night,Kolkata,Economy,949.8,30,5706
Air India,Hyderabad,Morning,one,Morning,Kolkata,Economy,1300.2,30,5706
Air India,Hyderabad,Evening,one,Afternoon,Kolkata,Economy,1335.0,30,5734
Indigo,Hyderabad,Afternoon,one,Night,Kolkata,Economy,400.2,30,5750
Vistara,Hyderabad,Evening,one,Morning,Kolkata,Economy,895.2,30,6275
Vistara,Hyderabad,Evening,one,Morning,Kolkata,Economy,955.2,30,6275
Vistara,Hyderabad,Evening,one,Evening,Kolkata,Economy,1465.2,30,6275
Vistara,Hyderabad,Evening,one,Evening,Kolkata,Economy,1555.2,30,6275
Air India,Hyderabad,Night,one,Morning,Kolkata,Economy,634.8,30,5944
Indigo,Hyderabad,Afternoon,one,Evening,Kolkata,Economy,250.2,30,6207
Indigo,Hyderabad,Morning,one,Afternoon,Kolkata,Economy,325.2,30,6207
Indigo,Hyderabad,Early_Morning,one,Morning,Kolkata,Economy,334.8,30,6207
Indigo,Hyderabad,Afternoon,one,Evening,Kolkata,Economy,364.8,30,6207
Indigo,Hyderabad,Evening,one,Night,Kolkata,Economy,364.8,30,6207
Indigo,Hyderabad,Morning,one,Evening,Kolkata,Economy,375.0,30,6207
Indigo,Hyderabad,Morning,one,Evening,Kolkata,Economy,435.0,30,6207
Indigo,Hyderabad,Morning,one,Evening,Kolkata,Economy,435.0,30,6207
Indigo,Hyderabad,Afternoon,one,Night,Kolkata,Economy,520.2,30,6207
Indigo,Hyderabad,Morning,one,Evening,Kolkata,Economy,540.0,30,6207
Indigo,Hyderabad,Morning,one,Evening,Kolkata,Economy,544.8,30,6207
Vistara,Hyderabad,Afternoon,one,Evening,Kolkata,Economy,370.2,30,6695
Vistara,Hyderabad,Morning,one,Evening,Kolkata,Economy,555.0,30,6695
Vistara,Hyderabad,Afternoon,one,Night,Kolkata,Economy,559.8,30,6695
Vistara,Hyderabad,Morning,one,Night,Kolkata,Economy,745.2,30,6695
Vistara,Hyderabad,Early_Morning,one,Evening,Kolkata,Economy,765.0,30,6695
Vistara,Hyderabad,Early_Morning,one,Night,Kolkata,Economy,955.2,30,6695
Vistara,Hyderabad,Afternoon,one,Morning,Kolkata,Economy,1150.2,30,6695
Vistara,Hyderabad,Afternoon,one,Morning,Kolkata,Economy,1210.2,30,6695
Vistara,Hyderabad,Morning,one,Morning,Kolkata,Economy,1335.0,30,6695
Vistara,Hyderabad,Morning,one,Morning,Kolkata,Economy,1395.0,30,6695
Vistara,Hyderabad,Early_Morning,one,Morning,Kolkata,Economy,1545.0,30,6695
Vistara,Hyderabad,Early_Morning,one,Morning,Kolkata,Economy,1605.0,30,6695
Vistara,Hyderabad,Morning,one,Evening,Kolkata,Economy,465.0,30,6905
Vistara,Hyderabad,Early_Morning,one,Evening,Kolkata,Economy,675.0,30,6905
Indigo,Hyderabad,Afternoon,one,Night,Kolkata,Economy,304.8,30,6663
Indigo,Hyderabad,Morning,one,Afternoon,Kolkata,Economy,340.2,30,6663
Indigo,Hyderabad,Early_Morning,one,Morning,Kolkata,Economy,345.0,30,6663
Indigo,Hyderabad,Afternoon,one,Night,Kolkata,Economy,480.0,30,6663
Indigo,Hyderabad,Early_Morning,one,Afternoon,Kolkata,Economy,540.0,30,6663
Indigo,Hyderabad,Morning,one,Evening,Kolkata,Economy,550.2,30,6663
SpiceJet,Hyderabad,Evening,one,Late_Night,Kolkata,Economy,499.8,30,6799
SpiceJet,Hyderabad,Early_Morning,one,Night,Kolkata,Economy,810.0,30,7381
Air India,Hyderabad,Early_Morning,one,Afternoon,Kolkata,Economy,480.0,30,6900
Indigo,Hyderabad,Afternoon,one,Evening,Kolkata,Economy,295.2,30,7120
Indigo,Hyderabad,Afternoon,one,Night,Kolkata,Economy,370.2,30,7120
Indigo,Hyderabad,Morning,one,Evening,Kolkata,Economy,480.0,30,7120
Air India,Hyderabad,Morning,one,Afternoon,Kolkata,Economy,1489.8,30,7544
Air India,Hyderabad,Early_Morning,one,Afternoon,Kolkata,Economy,1780.2,30,7544
Air India,Hyderabad,Morning,one,Night,Kolkata,Economy,559.8,30,7563
Vistara,Hyderabad,Evening,two_or_more,Morning,Kolkata,Economy,910.2,30,7955
Vistara,Hyderabad,Early_Morning,two_or_more,Morning,Kolkata,Economy,1560.0,30,7955
Vistara,Hyderabad,Afternoon,one,Evening,Kolkata,Economy,420.0,30,8029
Vistara,Hyderabad,Morning,one,Evening,Kolkata,Economy,685.2,30,8029
Vistara,Hyderabad,Night,one,Morning,Kolkata,Economy,724.8,30,8029
Vistara,Hyderabad,Afternoon,one,Morning,Kolkata,Economy,1245.0,30,8029
Vistara,Hyderabad,Morning,one,Morning,Kolkata,Economy,1510.2,30,8029
Indigo,Hyderabad,Afternoon,one,Night,Kolkata,Economy,420.0,30,8009
Indigo,Hyderabad,Early_Morning,two_or_more,Afternoon,Kolkata,Economy,529.8,30,8086
Air India,Hyderabad,Early_Morning,one,Evening,Kolkata,Economy,664.8,30,8489
Air India,Hyderabad,Early_Morning,one,Afternoon,Kolkata,Economy,1780.2,30,8489
